Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1961,1961,tonnes,45000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1962,1962,tonnes,55000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1963,1963,tonnes,65000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1964,1964,tonnes,70000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1965,1965,tonnes,75000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1966,1966,tonnes,83000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1967,1967,tonnes,85000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1968,1968,tonnes,87000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1969,1969,tonnes,87000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1970,1970,tonnes,90000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1971,1971,tonnes,92000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1972,1972,tonnes,95000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1973,1973,tonnes,97000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1974,1974,tonnes,96000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1975,1975,tonnes,94000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1976,1976,tonnes,92000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1977,1977,tonnes,90000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1978,1978,tonnes,88550,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1979,1979,tonnes,89950,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1980,1980,tonnes,76000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1981,1981,tonnes,50000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1982,1982,tonnes,36000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1983,1983,tonnes,28900,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1984,1984,tonnes,33000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1985,1985,tonnes,54884,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1986,1986,tonnes,54993,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1987,1987,tonnes,65000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1988,1988,tonnes,68000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1989,1989,tonnes,26302,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1990,1990,tonnes,31100,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1991,1991,tonnes,18000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1992,1992,tonnes,24400,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1993,1993,tonnes,27300,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1994,1994,tonnes,22000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1995,1995,tonnes,22400,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1996,1996,tonnes,20600,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1997,1997,tonnes,19200,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1998,1998,tonnes,16900,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,1999,1999,tonnes,13200,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2000,2000,tonnes,17000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2001,2001,tonnes,20200,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2002,2002,tonnes,30100,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2003,2003,tonnes,26300,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2004,2004,tonnes,35900,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2005,2005,tonnes,41300,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2006,2006,tonnes,82900,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2007,2007,tonnes,47900,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2008,2008,tonnes,30100,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2009,2009,tonnes,12400,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2010,2010,tonnes,10900,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2011,2011,tonnes,15800,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2012,2012,tonnes,14500,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2013,2013,tonnes,19000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2014,2014,tonnes,32000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2015,2015,tonnes,26000,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2016,2016,tonnes,71600,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2017,2017,tonnes,124700,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2018,2018,tonnes,106200,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2019,2019,tonnes,95092,E,Estimated value
QCL,Crops and livestock products,351,China,5510,Production,777,True hemp raw or retted,2020,2020,tonnes,71865,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1961,1961,ha,90000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1962,1962,ha,100000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1963,1963,ha,120000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1964,1964,ha,130000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1965,1965,ha,140000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1966,1966,ha,153000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1967,1967,ha,155000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1968,1968,ha,157000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1969,1969,ha,157000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1970,1970,ha,160000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1971,1971,ha,163000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1972,1972,ha,165000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1973,1973,ha,167000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1974,1974,ha,165000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1975,1975,ha,164000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1976,1976,ha,162000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1977,1977,ha,160000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1978,1978,ha,159700,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1979,1979,ha,155000,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1980,1980,ha,120000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1981,1981,ha,95000,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1982,1982,ha,66000,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1983,1983,ha,40690,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1984,1984,ha,43000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1985,1985,ha,46000,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1986,1986,ha,63000,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1987,1987,ha,53000,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1988,1988,ha,53000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1989,1989,ha,24000,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1990,1990,ha,21000,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1991,1991,ha,18200,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1992,1992,ha,18300,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1993,1993,ha,19500,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1994,1994,ha,17000,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1995,1995,ha,16010,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1996,1996,ha,14970,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1997,1997,ha,14630,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1998,1998,ha,12160,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,1999,1999,ha,9040,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2000,2000,ha,12850,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2001,2001,ha,12310,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2002,2002,ha,14890,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2003,2003,ha,9920,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2004,2004,ha,19920,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2005,2005,ha,10830,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2006,2006,ha,19170,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2007,2007,ha,17820,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2008,2008,ha,11780,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2009,2009,ha,5920,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2010,2010,ha,5110,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2011,2011,ha,5710,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2012,2012,ha,5280,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2013,2013,ha,6500,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2014,2014,ha,7700,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2015,2015,ha,5830,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2016,2016,ha,13670,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2017,2017,ha,21900,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2018,2018,ha,18560,A,Official figure
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2019,2019,ha,16567,I,Imputed value
QCL,Crops and livestock products,41,China mainland,5312,Area harvested,777,True hemp raw or retted,2020,2020,ha,11924,I,Imputed value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1961,1961,hg/ha,5000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1962,1962,hg/ha,5500,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1963,1963,hg/ha,5417,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1964,1964,hg/ha,5385,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1965,1965,hg/ha,5357,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1966,1966,hg/ha,5425,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1967,1967,hg/ha,5484,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1968,1968,hg/ha,5541,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1969,1969,hg/ha,5541,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1970,1970,hg/ha,5625,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1971,1971,hg/ha,5644,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1972,1972,hg/ha,5758,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1973,1973,hg/ha,5808,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1974,1974,hg/ha,5818,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1975,1975,hg/ha,5732,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1976,1976,hg/ha,5679,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1977,1977,hg/ha,5625,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1978,1978,hg/ha,5545,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1979,1979,hg/ha,5803,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1980,1980,hg/ha,6333,I,Imputed value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1981,1981,hg/ha,5263,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1982,1982,hg/ha,5455,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1983,1983,hg/ha,7102,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1984,1984,hg/ha,7674,I,Imputed value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1985,1985,hg/ha,11931,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1986,1986,hg/ha,8729,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1987,1987,hg/ha,12264,I,Imputed value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1988,1988,hg/ha,12830,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1989,1989,hg/ha,10959,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1990,1990,hg/ha,14810,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1991,1991,hg/ha,9890,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1992,1992,hg/ha,13333,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1993,1993,hg/ha,14000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1994,1994,hg/ha,12941,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1995,1995,hg/ha,13991,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1996,1996,hg/ha,13761,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1997,1997,hg/ha,13124,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1998,1998,hg/ha,13898,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,1999,1999,hg/ha,14602,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2000,2000,hg/ha,13230,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2001,2001,hg/ha,16409,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2002,2002,hg/ha,20215,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2003,2003,hg/ha,26512,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2004,2004,hg/ha,18022,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2005,2005,hg/ha,38135,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2006,2006,hg/ha,43245,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2007,2007,hg/ha,26880,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2008,2008,hg/ha,25552,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2009,2009,hg/ha,20946,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2010,2010,hg/ha,21331,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2011,2011,hg/ha,27671,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2012,2012,hg/ha,27462,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2013,2013,hg/ha,29231,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2014,2014,hg/ha,41558,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2015,2015,hg/ha,44597,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2016,2016,hg/ha,52377,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2017,2017,hg/ha,56941,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2018,2018,hg/ha,57220,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2019,2019,hg/ha,57398,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5419,Yield,777,True hemp raw or retted,2020,2020,hg/ha,60269,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1961,1961,tonnes,45000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1962,1962,tonnes,55000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1963,1963,tonnes,65000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1964,1964,tonnes,70000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1965,1965,tonnes,75000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1966,1966,tonnes,83000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1967,1967,tonnes,85000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1968,1968,tonnes,87000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1969,1969,tonnes,87000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1970,1970,tonnes,90000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1971,1971,tonnes,92000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1972,1972,tonnes,95000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1973,1973,tonnes,97000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1974,1974,tonnes,96000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1975,1975,tonnes,94000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1976,1976,tonnes,92000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1977,1977,tonnes,90000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1978,1978,tonnes,88550,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1979,1979,tonnes,89950,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1980,1980,tonnes,76000,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1981,1981,tonnes,50000,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1982,1982,tonnes,36000,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1983,1983,tonnes,28900,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1984,1984,tonnes,33000,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1985,1985,tonnes,54884,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1986,1986,tonnes,54993,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1987,1987,tonnes,65000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1988,1988,tonnes,68000,E,Estimated value
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1989,1989,tonnes,26302,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1990,1990,tonnes,31100,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1991,1991,tonnes,18000,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1992,1992,tonnes,24400,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1993,1993,tonnes,27300,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1994,1994,tonnes,22000,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1995,1995,tonnes,22400,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1996,1996,tonnes,20600,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1997,1997,tonnes,19200,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1998,1998,tonnes,16900,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,1999,1999,tonnes,13200,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,2000,2000,tonnes,17000,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,2001,2001,tonnes,20200,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,2002,2002,tonnes,30100,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,2003,2003,tonnes,26300,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,2004,2004,tonnes,35900,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,2005,2005,tonnes,41300,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,2006,2006,tonnes,82900,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,2007,2007,tonnes,47900,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,2008,2008,tonnes,30100,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,2009,2009,tonnes,12400,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,2010,2010,tonnes,10900,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,2011,2011,tonnes,15800,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,2012,2012,tonnes,14500,A,Official figure
QCL,Crops and livestock products,41,China mainland,5510,Production,777,True hemp raw or retted,2013,2013,tonnes,19000,A,Official figure
